Frequency,Channel A
(kHz),(dBu)

102.13851929,-59.66262000
102.23388672,-59.25945000
102.32925415,-56.41186000
102.42462158,-60.98220000
102.51998901,-56.54338000
102.61535645,-59.85695000
102.71072388,-59.65564000
102.80609131,-55.47408000
102.90145874,-65.16774000
102.99682617,-63.93441000
103.09219360,-63.29613000
103.18756104,-58.07667000
103.28292847,-55.06234000
103.37829590,-66.42528000
103.47366333,-66.92545000
103.56903076,-56.95768000
103.66439819,-59.25233000
103.75976563,-60.55255000
103.85513306,-55.32650000
103.95050049,-57.99383000
104.04586792,-57.75995000
104.14123535,-66.34774000
104.23660278,-68.63336000
104.33197021,-55.28786000
104.42733765,-52.27518000
104.52270508,-56.92123000
104.61807251,-63.15807000
104.71343994,-57.23452000
104.80880737,-62.76301000
104.90417480,-65.10904000
104.99954224,-61.81187000
105.09490967,-58.36960000
105.19027710,-60.67812000
105.28564453,-61.42930000
105.38101196,-55.01485000
105.47637939,-63.23510000
105.57174683,-61.43231000
105.66711426,-55.68674000
105.76248169,-63.61979000
105.85784912,-62.21665000
105.95321655,-60.80505000
106.04858398,-71.28645000
106.14395142,-57.43973000
106.23931885,-56.98055000
106.33468628,-60.70056000
106.43005371,-63.94426000
106.52542114,-62.09990000
106.62078857,-57.29036000
106.71615601,-56.60946000
106.81152344,-60.44337000
106.90689087,-55.68846000
107.00225830,-52.99858000
107.09762573,-60.60035000
107.19299316,-59.79394000
107.28836060,-56.64925000
107.38372803,-75.57800000
107.47909546,-58.68930000
107.57446289,-56.97681000
107.66983032,-65.08253000
107.76519775,-57.64236000
107.86056519,-62.45035000
107.95593262,-72.10913000
108.05130005,-57.17135000
108.14666748,-58.91391000
108.24203491,-60.91147000
108.33740234,-55.36906000
108.43276978,-67.09431000
108.52813721,-62.31853000
108.62350464,-60.73367000
108.71887207,-57.23703000
108.81423950,-60.57890000
108.90960693,-56.65707000
109.00497437,-56.69402000
109.10034180,-59.47067000
109.19570923,-55.60144000
109.29107666,-58.00571000
109.38644409,-71.84003000
109.48181152,-56.94115000
109.57717896,-55.64178000
109.67254639,-60.57084000
109.76791382,-68.92665000
109.86328125,-57.09674000
109.95864868,-62.11462000
110.05401611,-70.24834000
110.14938354,-58.60480000
110.24475098,-59.21236000
110.34011841,-60.72597000
110.43548584,-60.01629000
110.53085327,-61.62076000
110.62622070,-66.12590000
110.72158813,-60.11116000
110.81695557,-65.90010000
110.91232300,-54.56350000
111.00769043,-56.41156000
111.10305786,-67.74520000
111.19842529,-62.24968000
111.29379272,-59.18861000
111.38916016,-63.84449000
111.48452759,-57.45437000
111.57989502,-58.22205000
111.67526245,-61.89117000
111.77062988,-54.59375000
111.86599731,-58.23893000
111.96136475,-59.27931000
112.05673218,-53.00156000
112.15209961,-56.02617000
112.24746704,-59.52723000
112.34283447,-54.89786000
112.43820190,-59.86917000
112.53356934,-63.63611000
112.62893677,-60.48731000
112.72430420,-60.26103000
112.81967163,-56.53466000
112.91503906,-65.09210000
113.01040649,-59.37533000
113.10577393,-56.08223000
113.20114136,-57.97638000
113.29650879,-56.94477000
113.39187622,-71.92470000
113.48724365,-57.15387000
113.58261108,-53.33331000
113.67797852,-54.67310000
113.77334595,-65.69276000
113.86871338,-56.46871000
113.96408081,-70.79874000
114.05944824,-54.19829000
114.15481567,-51.32127000
114.25018311,-58.16265000
114.34555054,-56.13011000
114.44091797,-53.24483000
114.53628540,-62.70010000
114.63165283,-55.93813000
114.72702026,-55.13507000
114.82238770,-65.11106000
114.91775513,-67.44414000
115.01312256,-55.41055000
115.10848999,-59.72985000
115.20385742,-61.22599000
115.29922485,-66.84064000
115.39459229,-60.08356000
115.48995972,-63.08678000
115.58532715,-63.14410000
115.68069458,-56.45042000
115.77606201,-53.17430000
115.87142944,-80.32645000
115.96679688,-53.77918000
116.06216431,-56.19915000
116.15753174,-56.49074000
116.25289917,-52.33488000
116.34826660,-60.66230000
116.44363403,-61.62279000
116.53900146,-61.32809000
116.63436890,-60.47884000
116.72973633,-67.67213000
116.82510376,-56.83958000
116.92047119,-54.70602000
117.01583862,-60.72654000
117.11120605,-58.61528000
117.20657349,-60.77737000
117.30194092,-56.98918000
117.39730835,-56.56123000
117.49267578,-66.43245000
117.58804321,-54.59154000
117.68341064,-57.01873000
117.77877808,-68.15865000
117.87414551,-58.30084000
117.96951294,-64.23531000
118.06488037,-59.38823000
118.16024780,-62.07094000
118.25561523,-51.81747000
118.35098267,-54.70098000
118.44635010,-66.38896000
118.54171753,-60.58727000
118.63708496,-62.68954000
118.73245239,-57.50461000
118.82781982,-57.62044000
118.92318726,-67.14858000
119.01855469,-58.11187000
119.11392212,-71.20982000
119.20928955,-57.87351000
119.30465698,-60.16150000
119.40002441,-60.54700000
119.49539185,-70.59821000
119.59075928,-61.16412000
119.68612671,-60.88497000
119.78149414,-60.53280000
119.87686157,-70.09612000
119.97222900,-53.43880000
120.06759644,-55.02340000
120.16296387,-58.69805000
120.25833130,-54.27496000
120.35369873,-57.48637000
120.44906616,-55.54250000
120.54443359,-58.79895000
120.63980103,-67.97742000
120.73516846,-55.03399000
120.83053589,-56.52014000
120.92590332,-58.74282000
121.02127075,-59.27672000
121.11663818,-65.58463000
121.21200562,-56.75346000
121.30737305,-59.30046000
121.40274048,-61.10771000
121.49810791,-56.80656000
121.59347534,-58.75141000
121.68884277,-70.90518000
121.78421021,-58.28429000
121.87957764,-61.25045000
121.97494507,-57.22724000
122.07031250,-57.26115000
122.16567993,-65.42723000
122.26104736,-57.84203000
122.35641479,-61.88536000
122.45178223,-58.58393000
122.54714966,-57.15952000
122.64251709,-65.30427000
122.73788452,-63.00372000
122.83325195,-60.65878000
122.92861938,-60.10551000
123.02398682,-58.41531000
123.11935425,-63.54831000
123.21472168,-57.94722000
123.31008911,-79.19286000
123.40545654,-56.09531000
123.50082397,-59.86646000
123.59619141,-68.42835000
123.69155884,-57.16182000
123.78692627,-57.92373000
123.88229370,-59.27372000
123.97766113,-60.95770000
124.07302856,-61.07844000
124.16839600,-67.98269000
124.26376343,-59.42961000
124.35913086,-58.93908000
124.45449829,-65.93642000
124.54986572,-60.67824000
124.64523315,-66.82740000
124.74060059,-60.22013000
124.83596802,-66.36911000
124.93133545,-59.96902000
125.02670288,-55.56884000
125.12207031,-59.38832000
125.21743774,-59.54460000
125.31280518,-54.71004000
125.40817261,-64.59618000
125.50354004,-62.74679000
125.59890747,-62.45144000
125.69427490,-56.86088000
125.78964233,-58.51156000
125.88500977,-60.76181000
125.98037720,-62.55281000
126.07574463,-52.90291000
126.17111206,-56.60553000
126.26647949,-59.15987000
126.36184692,-53.97110000
126.45721436,-56.86671000
126.55258179,-61.09656000
126.64794922,-71.00459000
126.74331665,-60.29965000
126.83868408,-67.09904000
126.93405151,-55.78059000
127.02941895,-62.32372000
127.12478638,-58.85961000
127.22015381,-58.15624000
127.31552124,-66.60409000
127.41088867,-58.03167000
127.50625610,-54.15226000
127.60162354,-65.25305000
127.69699097,-54.47500000
127.79235840,-60.51483000
127.88772583,-59.64421000
127.98309326,-57.58076000
128.07846069,-57.24100000
128.17382813,-64.76411000
128.26919556,-62.08659000
128.36456299,-54.43822000
128.45993042,-54.38598000
128.55529785,-67.22932000
128.65066528,-58.40809000
128.74603271,-69.09313000
128.84140015,-56.89721000
128.93676758,-57.53913000
129.03213501,-70.58814000
129.12750244,-59.50651000
129.22286987,-62.79299000
129.31823730,-56.39091000
129.41360474,-63.57903000
129.50897217,-61.13648000
129.60433960,-57.28673000
129.69970703,-54.91957000
129.79507446,-54.76940000
129.89044189,-70.32763000
129.98580933,-57.00027000
130.08117676,-63.18497000
130.17654419,-57.97132000
130.27191162,-56.03045000
130.36727905,-60.25404000
130.46264648,-69.65550000
130.55801392,-57.27890000
130.65338135,-56.56153000
130.74874878,-57.69571000
130.84411621,-67.35358000
130.93948364,-59.60248000
131.03485107,-56.79344000
131.13021851,-65.08642000
131.22558594,-60.70037000
131.32095337,-70.15710000
131.41632080,-56.80064000
131.51168823,-54.46992000
131.60705566,-56.56790000
131.70242310,-69.93737000
131.79779053,-58.91738000
131.89315796,-55.52562000
131.98852539,-57.93875000
132.08389282,-62.84420000
132.17926025,-54.87830000
132.27462769,-58.67783000
132.36999512,-54.02079000
132.46536255,-57.20088000
132.56072998,-58.00319000
132.65609741,-64.24939000
132.75146484,-56.10101000
132.84683228,-55.93011000
132.94219971,-60.27332000
133.03756714,-60.46971000
133.13293457,-57.60778000
133.22830200,-65.05232000
133.32366943,-60.62378000
133.41903687,-54.49533000
133.51440430,-54.73721000
133.60977173,-61.91502000
133.70513916,-55.06350000
133.80050659,-51.54990000
133.89587402,-58.88910000
133.99124146,-55.45612000
134.08660889,-53.92673000
134.18197632,-74.75313000
134.27734375,-58.68860000
134.37271118,-63.40061000
134.46807861,-56.52282000
134.56344604,-63.70490000
134.65881348,-64.44558000
134.75418091,-64.37623000
134.84954834,-56.00483000
134.94491577,-59.08282000
135.04028320,-61.24272000
135.13565063,-58.60592000
135.23101807,-64.66256000
135.32638550,-60.73775000
135.42175293,-58.12313000
135.51712036,-65.45274000
135.61248779,-62.92289000
135.70785522,-54.79902000
135.80322266,-59.66086000
135.89859009,-56.33931000
135.99395752,-54.43545000
136.08932495,-63.97094000
136.18469238,-59.44910000
136.28005981,-55.25491000
136.37542725,-59.85346000
136.47079468,-58.40038000
136.56616211,-56.57463000
136.66152954,-59.65951000
136.75689697,-60.40273000
136.85226440,-59.52565000
136.94763184,-55.83036000
137.04299927,-57.16312000
137.13836670,-66.36873000
137.23373413,-57.82890000
137.32910156,-64.60005000
137.42446899,-62.57536000
137.51983643,-60.88133000
137.61520386,-62.90580000
137.71057129,-61.01070000
137.80593872,-60.48444000
137.90130615,-64.53197000
137.99667358,-57.99610000
138.09204102,-55.33673000
138.18740845,-58.44756000
138.28277588,-64.69058000
138.37814331,-63.76754000
138.47351074,-56.34933000
138.56887817,-75.58169000
138.66424561,-53.92662000
138.75961304,-53.02784000
138.85498047,-60.86991000
138.95034790,-59.95248000
139.04571533,-59.26808000
139.14108276,-58.04940000
139.23645020,-56.16076000
139.33181763,-80.27924000
139.42718506,-54.76533000
139.52255249,-54.78156000
139.61791992,-70.82616000
139.71328735,-59.03584000
139.80865479,-59.34781000
139.90402222,-53.30447000
139.99938965,-58.75167000
140.09475708,-59.62283000
140.19012451,-57.90034000
140.28549194,-63.53834000
140.38085938,-55.24429000
140.47622681,-60.79136000
140.57159424,-58.45257000
140.66696167,-54.97205000
140.76232910,-75.49781000
140.85769653,-53.14685000
140.95306396,-59.68461000
141.04843140,-55.38262000
141.14379883,-56.80292000
141.23916626,-63.09269000
141.33453369,-55.12779000
141.42990112,-58.21835000
141.52526855,-60.33314000
141.62063599,-65.60719000
141.71600342,-58.55370000
141.81137085,-68.67400000
141.90673828,-56.07749000
142.00210571,-63.10477000
142.09747314,-62.45392000
142.19284058,-57.04778000
142.28820801,-54.51060000
142.38357544,-67.82400000
142.47894287,-55.45862000
142.57431030,-55.04460000
142.66967773,-60.16021000
142.76504517,-63.43788000
142.86041260,-57.64570000
142.95578003,-62.77697000
143.05114746,-55.84681000
143.14651489,-62.03371000
143.24188232,-67.51502000
143.33724976,-64.91613000
143.43261719,-54.31934000
143.52798462,-52.09394000
143.62335205,-60.39405000
143.71871948,-59.05412000
143.81408691,-58.35485000
143.90945435,-58.99066000
144.00482178,-62.44911000
144.10018921,-56.13573000
144.19555664,-58.49081000
144.29092407,-63.01866000
144.38629150,-56.03788000
144.48165894,-55.19458000
144.57702637,-70.73500000
144.67239380,-59.34050000
144.76776123,-54.98835000
144.86312866,-61.22272000
144.95849609,-56.97879000
145.05386353,-61.65310000
145.14923096,-63.51741000
145.24459839,-61.49249000
145.33996582,-56.84127000
145.43533325,-53.55470000
145.53070068,-60.04845000
145.62606812,-61.88313000
145.72143555,-63.55004000
145.81680298,-64.52339000
145.91217041,-59.78476000
146.00753784,-55.75089000
146.10290527,-56.69003000
146.19827271,-57.11668000
146.29364014,-52.19184000
146.38900757,-64.95866000
146.48437500,-56.31109000
146.57974243,-78.29571000
146.67510986,-59.32801000
146.77047729,-59.36483000
146.86584473,-54.23211000
146.96121216,-61.87809000
147.05657959,-57.10159000
147.15194702,-57.21961000
147.24731445,-59.67577000
147.34268188,-70.38039000
147.43804932,-58.78619000
147.53341675,-58.87061000
147.62878418,-56.89654000
147.72415161,-58.00594000
147.81951904,-66.22958000
147.91488647,-56.68807000
148.01025391,-53.14557000
148.10562134,-57.51728000
148.20098877,-55.03442000
148.29635620,-52.09728000
148.39172363,-72.01965000
148.48709106,-50.57693000
148.58245850,-53.59379000
148.67782593,-55.08035000
148.77319336,-55.41285000
148.86856079,-64.22881000
148.96392822,-55.89010000
149.05929565,-68.16339000
149.15466309,-54.11066000
149.25003052,-54.61787000
149.34539795,-57.00597000
149.44076538,-74.15768000
149.53613281,-55.64420000
149.63150024,-53.78841000
149.72686768,-62.35927000
149.82223511,-58.56044000
149.91760254,-56.28275000
150.01296997,-56.83603000
150.10833740,-60.24822000
150.20370483,-66.21416000
150.29907227,-58.57712000
150.39443970,-63.67403000
150.48980713,-55.09698000
150.58517456,-57.92574000
150.68054199,-62.12746000
150.77590942,-57.09628000
150.87127686,-58.12305000
150.96664429,-59.88212000
151.06201172,-54.79631000
151.15737915,-57.58079000
151.25274658,-62.91061000
151.34811401,-52.76582000
151.44348145,-54.56188000
151.53884888,-62.35588000
151.63421631,-53.15809000
151.72958374,-68.84778000
151.82495117,-53.04104000
151.92031860,-60.72494000
152.01568604,-55.80360000
152.11105347,-56.43566000
152.20642090,-55.78056000
152.30178833,-57.05893000
152.39715576,-57.18964000
152.49252319,-72.37601000
152.58789063,-54.78107000
152.68325806,-57.15517000
152.77862549,-63.03409000
152.87399292,-52.52431000
152.96936035,-54.44955000
153.06472778,-59.73503000
153.16009521,-52.43769000
153.25546265,-54.58370000
153.35083008,-57.92390000
153.44619751,-61.47724000
153.54156494,-55.99274000
153.63693237,-56.32741000
153.73229980,-64.30901000
153.82766724,-58.92117000
153.92303467,-55.99762000
154.01840210,-57.78648000
154.11376953,-58.16402000
154.20913696,-55.66723000
154.30450439,-62.64091000
154.39987183,-60.02366000
154.49523926,-59.76282000
154.59060669,-60.51046000
154.68597412,-56.56919000
154.78134155,-58.12262000
154.87670898,-54.64470000
154.97207642,-61.84427000
155.06744385,-55.33342000
155.16281128,-58.91444000
155.25817871,-57.30961000
155.35354614,-57.33148000
155.44891357,-58.80158000
155.54428101,-56.81608000
155.63964844,-56.38473000
155.73501587,-59.70969000
155.83038330,-63.47878000
155.92575073,-57.43420000
156.02111816,-59.45284000
156.11648560,-53.67591000
156.21185303,-58.43477000
156.30722046,-57.38106000
156.40258789,-55.50255000
156.49795532,-57.29231000
156.59332275,-62.37827000
156.68869019,-53.91659000
156.78405762,-53.38499000
156.87942505,-69.11639000
156.97479248,-55.38227000
157.07015991,-56.56387000
157.16552734,-59.56936000
157.26089478,-61.63335000
157.35626221,-55.29671000
157.45162964,-61.00789000
157.54699707,-58.96591000
157.64236450,-67.25671000
157.73773193,-58.53978000
157.83309937,-54.65027000
157.92846680,-54.56228000
158.02383423,-57.72417000
158.11920166,-56.85780000
158.21456909,-66.59176000
158.30993652,-51.55651000
158.40530396,-54.84933000
158.50067139,-58.53404000
158.59603882,-59.74430000
158.69140625,-57.32096000
158.78677368,-54.32465000
158.88214111,-62.67453000
158.97750854,-51.11798000
159.07287598,-55.55406000
159.16824341,-56.34310000
159.26361084,-57.23182000
159.35897827,-55.98135000
159.45434570,-54.55665000
159.54971313,-58.61947000
159.64508057,-59.14452000
159.74044800,-57.91828000
159.83581543,-53.29731000
159.93118286,-67.85836000
160.02655029,-54.78170000
160.12191772,-54.55639000
160.21728516,-55.86430000
160.31265259,-55.45407000
160.40802002,-58.11234000
160.50338745,-56.67957000
160.59875488,-60.54779000
160.69412231,-55.33649000
160.78948975,-58.91818000
160.88485718,-54.70861000
160.98022461,-57.45770000
161.07559204,-57.93776000
161.17095947,-52.54788000
161.26632690,-56.62070000
161.36169434,-62.38645000
161.45706177,-53.60703000
161.55242920,-57.02137000
161.64779663,-56.94028000
161.74316406,-57.14589000
161.83853149,-61.85153000
161.93389893,-51.56845000
162.02926636,-51.49475000
162.12463379,-70.33683000
162.22000122,-52.86666000
162.31536865,-53.54176000
162.41073608,-55.15123000
162.50610352,-57.88576000
162.60147095,-54.33779000
162.69683838,-52.65730000
162.79220581,-55.58155000
162.88757324,-53.62263000
162.98294067,-52.60856000
163.07830811,-59.01508000
163.17367554,-55.23653000
163.26904297,-56.57195000
163.36441040,-62.61127000
163.45977783,-53.03425000
163.55514526,-55.35828000
163.65051270,-55.85935000
163.74588013,-51.89977000
163.84124756,-53.70383000
163.93661499,-65.18790000
164.03198242,-53.46338000
164.12734985,-54.43209000
164.22271729,-53.81649000
164.31808472,-65.90524000
164.41345215,-55.17028000
164.50881958,-51.30819000
164.60418701,-54.20177000
164.69955444,-61.86531000
164.79492188,-53.62175000
164.89028931,-55.97070000
164.98565674,-58.75180000
165.08102417,-50.13176000
165.17639160,-48.87085000
165.27175903,-55.81170000
165.36712646,-52.41310000
165.46249390,-58.01063000
165.55786133,-57.32396000
165.65322876,-52.87441000
165.74859619,-51.43146000
165.84396362,-64.65335000
165.93933105,-54.70130000
166.03469849,-56.86431000
166.13006592,-52.47463000
166.22543335,-53.48753000
166.32080078,-53.96318000
166.41616821,-55.86246000
166.51153564,-55.66069000
166.60690308,-53.34394000
166.70227051,-53.64624000
166.79763794,-52.98763000
166.89300537,-53.16017000
166.98837280,-56.34463000
167.08374023,-54.74185000
167.17910767,-62.42645000
167.27447510,-52.96063000
167.36984253,-50.01297000
167.46520996,-54.37817000
167.56057739,-57.69550000
167.65594482,-52.57485000
167.75131226,-55.74665000
167.84667969,-51.60105000
167.94204712,-52.95774000
168.03741455,-60.59248000
168.13278198,-51.58081000
168.22814941,-51.77003000
168.32351685,-58.04634000
168.41888428,-51.17511000
168.51425171,-52.76326000
168.60961914,-51.07210000
168.70498657,-55.11794000
168.80035400,-61.96051000
168.89572144,-51.21137000
168.99108887,-52.29467000
169.08645630,-57.62283000
169.18182373,-53.30025000
169.27719116,-52.83787000
169.37255859,-54.04668000
169.46792603,-55.76909000
169.56329346,-50.13899000
169.65866089,-61.11550000
169.75402832,-50.67580000
169.84939575,-51.44261000
169.94476318,-56.59465000
170.04013062,-51.25754000
170.13549805,-50.45826000
170.23086548,-58.61496000
170.32623291,-50.16436000
170.42160034,-54.00416000
170.51696777,-52.26796000
170.61233521,-51.98750000
170.70770264,-54.07330000
170.80307007,-50.66872000
170.89843750,-63.07646000
170.99380493,-48.77893000
171.08917236,-49.58063000
171.18453979,-61.56390000
171.27990723,-49.94948000
171.37527466,-50.34320000
171.47064209,-52.90057000
171.56600952,-52.05026000
171.66137695,-50.92434000
171.75674438,-50.55903000
171.85211182,-51.84972000
171.94747925,-55.74397000
172.04284668,-52.17633000
172.13821411,-53.72706000
172.23358154,-52.31293000
172.32894897,-51.03549000
172.42431641,-54.60112000
172.51968384,-52.99672000
172.61505127,-53.48949000
172.71041870,-50.79861000
172.80578613,-51.38698000
172.90115356,-50.06843000
172.99652100,-51.99049000
173.09188843,-61.87007000
173.18725586,-49.31866000
173.28262329,-47.66232000
173.37799072,-51.32011000
173.47335815,-52.74927000
173.56872559,-47.62214000
173.66409302,-48.90631000
173.75946045,-56.07003000
173.85482788,-47.93518000
173.95019531,-48.45731000
174.04556274,-51.03571000
174.14093018,-54.62610000
174.23629761,-49.86923000
174.33166504,-50.63551000
174.42703247,-49.13233000
174.52239990,-50.05875000
174.61776733,-53.36340000
174.71313477,-52.11044000
174.80850220,-48.01746000
174.90386963,-48.30618000
174.99923706,-50.74590000
175.09460449,-50.96739000
175.18997192,-53.46790000
175.28533936,-51.95942000
175.38070679,-49.96163000
175.47607422,-47.61427000
175.57144165,-49.71500000
175.66680908,-52.50001000
175.76217651,-51.15642000
175.85754395,-48.75475000
175.95291138,-48.31438000
176.04827881,-49.62011000
176.14364624,-50.47219000
176.23901367,-50.35369000
176.33438110,-48.23903000
176.42974854,-49.66036000
176.52511597,-46.26350000
176.62048340,-49.46348000
176.71585083,-51.73521000
176.81121826,-48.84653000
176.90658569,-52.82070000
177.00195313,-51.11749000
177.09732056,-47.00262000
177.19268799,-47.04575000
177.28805542,-48.26736000
177.38342285,-52.69232000
177.47879028,-47.87859000
177.57415771,-51.99355000
177.66952515,-48.09632000
177.76489258,-50.61340000
177.86026001,-51.33436000
177.95562744,-48.43993000
178.05099487,-49.40171000
178.14636230,-49.57463000
178.24172974,-51.32729000
178.33709717,-47.84298000
178.43246460,-52.20259000
178.52783203,-49.71634000
178.62319946,-50.38225000
178.71856689,-52.44772000
178.81393433,-48.87630000
178.90930176,-45.59390000
179.00466919,-49.96391000
179.10003662,-51.13313000
179.19540405,-49.52044000
179.29077148,-51.97708000
179.38613892,-48.96242000
179.48150635,-49.44923000
179.57687378,-51.81369000
179.67224121,-54.17595000
179.76760864,-49.34847000
179.86297607,-47.61430000
179.95834351,-50.72401000
180.05371094,-54.02126000
180.14907837,-51.07857000
180.24444580,-48.39339000
180.33981323,-47.82279000
180.43518066,-48.88548000
180.53054810,-51.00089000
180.62591553,-57.22290000
180.72128296,-51.32117000
180.81665039,-46.98501000
180.91201782,-49.52159000
181.00738525,-49.55832000
181.10275269,-53.31016000
181.19812012,-53.85892000
181.29348755,-51.38044000
181.38885498,-50.78415000
181.48422241,-48.20808000
181.57958984,-50.15194000
181.67495728,-54.56825000
181.77032471,-49.79803000
181.86569214,-55.17344000
181.96105957,-50.77695000
182.05642700,-49.54232000
182.15179443,-53.51833000
182.24716187,-52.76026000
182.34252930,-51.42243000
182.43789673,-56.54763000
182.53326416,-53.10955000
182.62863159,-50.49640000
182.72399902,-53.86756000
182.81936646,-51.24759000
182.91473389,-49.47706000
183.01010132,-52.40627000
183.10546875,-50.53218000
183.20083618,-56.39581000
183.29620361,-54.43391000
183.39157104,-53.81952000
183.48693848,-54.37811000
183.58230591,-50.81197000
183.67767334,-53.46347000
183.77304077,-53.09644000
183.86840820,-54.05789000
183.96377563,-52.11665000
184.05914307,-52.99753000
184.15451050,-51.55374000
184.24987793,-60.27263000
184.34524536,-52.35631000
184.44061279,-50.23485000
184.53598022,-51.79554000
184.63134766,-57.40388000
184.72671509,-53.48555000
184.82208252,-54.31878000
184.91744995,-53.40770000
185.01281738,-55.02475000
185.10818481,-57.52201000
185.20355225,-50.40758000
185.29891968,-58.49636000
185.39428711,-50.62614000
185.48965454,-61.23050000
185.58502197,-49.51584000
185.68038940,-59.93696000
185.77575684,-51.88064000
185.87112427,-50.92899000
185.96649170,-51.71117000
186.06185913,-60.55279000
186.15722656,-53.88061000
186.25259399,-56.03971000
186.34796143,-53.01698000
186.44332886,-48.87958000
186.53869629,-59.56699000
186.63406372,-53.30444000
186.72943115,-53.13595000
186.82479858,-57.71606000
186.92016602,-55.40876000
187.01553345,-58.36105000
187.11090088,-54.30616000
187.20626831,-66.94630000
187.30163574,-53.01613000
187.39700317,-49.83271000
187.49237061,-54.49891000
187.58773804,-53.22818000
187.68310547,-50.55070000
187.77847290,-62.56860000
187.87384033,-55.10040000
187.96920776,-51.24686000
188.06457520,-63.02740000
188.15994263,-54.43708000
188.25531006,-70.36080000
188.35067749,-52.93216000
188.44604492,-57.33501000
188.54141235,-58.26955000
188.63677979,-61.79380000
188.73214722,-50.12627000
188.82751465,-52.13382000
188.92288208,-71.07791000
189.01824951,-58.11209000
189.11361694,-54.08913000
189.20898438,-55.68093000
189.30435181,-58.69094000
189.39971924,-68.07250000
189.49508667,-57.01649000
189.59045410,-50.82824000
189.68582153,-52.75717000
189.78118896,-71.73241000
189.87655640,-61.99659000
189.97192383,-59.03232000
190.06729126,-55.09369000
190.16265869,-60.92547000
190.25802612,-54.67672000
190.35339355,-58.08975000
190.44876099,-61.51364000
190.54412842,-67.49881000
190.63949585,-56.44804000
190.73486328,-57.96534000
190.83023071,-62.08505000
190.92559814,-60.21267000
191.02096558,-52.04625000
191.11633301,-55.76256000
191.21170044,-63.84724000
191.30706787,-55.53059000
191.40243530,-55.51263000
191.49780273,-58.40719000
191.59317017,-62.49492000
191.68853760,-59.44876000
191.78390503,-61.10009000
191.87927246,-57.50624000
191.97463989,-59.85490000
192.07000732,-54.60918000
192.16537476,-71.66776000
192.26074219,-54.13445000
192.35610962,-54.64932000
192.45147705,-66.30110000
192.54684448,-58.70183000
192.64221191,-66.25255000
192.73757935,-65.32187000
192.83294678,-64.93360000
192.92831421,-52.97056000
193.02368164,-54.30334000
193.11904907,-65.72491000
193.21441650,-57.26610000
193.30978394,-73.18562000
193.40515137,-65.03037000
193.50051880,-61.06532000
193.59588623,-57.62204000
193.69125366,-64.39969000
193.78662109,-58.21746000
193.88198853,-62.24190000
193.97735596,-60.71219000
194.07272339,-58.86113000
194.16809082,-66.04587000
194.26345825,-54.47880000
194.35882568,-54.68951000
194.45419312,-56.70126000
194.54956055,-53.34769000
194.64492798,-58.37613000
194.74029541,-63.79924000
194.83566284,-56.09804000
194.93103027,-51.37449000
195.02639771,-57.60170000
195.12176514,-60.06364000
195.21713257,-56.22617000
195.31250000,-74.16834000
195.40786743,-55.08648000
195.50323486,-61.47171000
195.59860229,-55.53817000
195.69396973,-57.35215000
195.78933716,-57.69772000
195.88470459,-65.79362000
195.98007202,-56.88240000
196.07543945,-52.93570000
196.17080688,-56.62865000
196.26617432,-61.38062000
196.36154175,-59.38396000
196.45690918,-57.87197000
196.55227661,-57.50845000
196.64764404,-62.11161000
196.74301147,-59.20694000
196.83837891,-56.54661000
196.93374634,-61.99335000
197.02911377,-76.23940000
197.12448120,-65.55429000
197.21984863,-66.02214000
197.31521606,-75.96506000
197.41058350,-57.56321000
197.50595093,-57.41299000
197.60131836,-73.99036000
197.69668579,-67.98905000
197.79205322,-68.85838000
197.88742065,-55.09008000
197.98278809,-54.74296000
198.07815552,-67.13164000
198.17352295,-57.41076000
198.26889038,-76.33797000
198.36425781,-55.91398000
198.45962524,-56.98193000
198.55499268,-64.22881000
198.65036011,-59.84595000
198.74572754,-63.36086000
198.84109497,-56.78432000
198.93646240,-58.31398000
199.03182983,-63.62811000
199.12719727,-66.85244000
199.22256470,-83.43381000
199.31793213,-66.32314000
199.41329956,-57.56847000
199.50866699,-56.71173000
199.60403442,-62.80737000
199.69940186,-55.17416000
199.79476929,-56.02991000
199.89013672,-70.50355000
199.98550415,-62.23667000
200.08087158,-57.31585000
200.17623901,-63.30510000
200.27160645,-65.65218000
200.36697388,-63.30769000
200.46234131,-61.05214000
200.55770874,-72.88384000
200.65307617,-69.60178000
200.74844360,-59.60125000
200.84381104,-55.95432000
200.93917847,-62.01921000
201.03454590,-66.51665000
201.12991333,-73.49372000
201.22528076,-62.53978000
201.32064819,-61.97120000
201.41601563,-66.76609000
201.51138306,-62.11180000
201.60675049,-72.08392000
201.70211792,-62.35644000
201.79748535,-59.02789000
201.89285278,-57.23014000
201.98822021,-62.93746000
202.08358765,-56.07385000
202.17895508,-56.46981000
202.27432251,-57.29202000
202.36968994,-58.56791000
202.46505737,-66.40995000
202.56042480,-56.40143000
202.65579224,-65.36574000
202.75115967,-64.45657000
202.84652710,-68.48349000
202.94189453,-68.25340000
203.03726196,-58.32581000
203.13262939,-54.80215000
203.22799683,-58.92383000
203.32336426,-57.26509000
203.41873169,-59.00283000
203.51409912,-65.49657000
203.60946655,-59.49026000
203.70483398,-54.47868000
203.80020142,-59.07663000
203.89556885,-59.03054000
203.99093628,-56.32142000
204.08630371,-59.85923000
204.18167114,-60.13716000
204.27703857,-56.35387000
204.37240601,-61.89146000
204.46777344,-65.01517000
204.56314087,-65.72131000
