Frequency,Channel A
(kHz),(dBu)

29.18243408,-57.04557000
29.27780151,-49.90772000
29.37316895,-47.82011000
29.46853638,-49.28164000
29.56390381,-48.21142000
29.65927124,-52.83190000
29.75463867,-51.39016000
29.85000610,-49.82135000
29.94537354,-52.18771000
30.04074097,-54.56831000
30.13610840,-52.93269000
30.23147583,-52.17910000
30.32684326,-47.69569000
30.42221069,-50.22374000
30.51757813,-52.85620000
30.61294556,-50.09797000
30.70831299,-52.83733000
30.80368042,-49.44778000
30.89904785,-54.25632000
30.99441528,-49.62273000
31.08978271,-52.26205000
31.18515015,-50.10448000
31.28051758,-55.80651000
31.37588501,-54.40463000
31.47125244,-51.76757000
31.56661987,-49.08557000
31.66198730,-53.61930000
31.75735474,-54.02018000
31.85272217,-49.86596000
31.94808960,-51.80684000
32.04345703,-50.36567000
32.13882446,-51.27340000
32.23419189,-53.56539000
32.32955933,-54.64191000
32.42492676,-51.29670000
32.52029419,-53.34511000
32.61566162,-51.47267000
32.71102905,-53.36384000
32.80639648,-53.84832000
32.90176392,-51.94809000
32.99713135,-53.05149000
33.09249878,-52.90208000
33.18786621,-50.64624000
33.28323364,-50.56649000
33.37860107,-53.96944000
33.47396851,-52.49121000
33.56933594,-53.51967000
33.66470337,-52.36921000
33.76007080,-50.35568000
33.85543823,-55.72815000
33.95080566,-54.89200000
34.04617310,-48.88863000
34.14154053,-48.13876000
34.23690796,-56.02304000
34.33227539,-53.89001000
34.42764282,-54.62245000
34.52301025,-51.22887000
34.61837769,-52.86703000
34.71374512,-58.58501000
34.80911255,-50.25750000
34.90447998,-51.38769000
34.99984741,-52.77509000
35.09521484,-60.34378000
35.19058228,-55.04994000
35.28594971,-51.98529000
35.38131714,-51.30026000
35.47668457,-55.48933000
35.57205200,-52.94274000
35.66741943,-50.74257000
35.76278687,-56.65744000
35.85815430,-51.12508000
35.95352173,-51.47188000
36.04888916,-53.52369000
36.14425659,-54.42455000
36.23962402,-52.29870000
36.33499146,-51.00552000
36.43035889,-56.17635000
36.52572632,-51.71056000
36.62109375,-52.33740000
36.71646118,-55.88160000
36.81182861,-52.72410000
36.90719604,-51.64371000
37.00256348,-54.13353000
37.09793091,-61.59571000
37.19329834,-54.18110000
37.28866577,-51.94937000
37.38403320,-51.10721000
37.47940063,-53.02273000
37.57476807,-58.44677000
37.67013550,-55.98038000
37.76550293,-51.65257000
37.86087036,-51.69171000
37.95623779,-57.64272000
38.05160522,-53.50676000
38.14697266,-54.56872000
38.24234009,-52.61214000
38.33770752,-51.07845000
38.43307495,-53.30118000
38.52844238,-56.66862000
38.62380981,-55.85794000
38.71917725,-53.49648000
38.81454468,-52.89890000
38.90991211,-51.65327000
39.00527954,-52.60722000
39.10064697,-52.95856000
39.19601440,-58.61979000
39.29138184,-55.40432000
39.38674927,-53.10892000
39.48211670,-50.95584000
39.57748413,-59.91364000
39.67285156,-53.16312000
39.76821899,-51.30529000
39.86358643,-57.66809000
39.95895386,-52.25959000
40.05432129,-53.96500000
40.14968872,-55.91421000
40.24505615,-55.00317000
40.34042358,-54.13984000
40.43579102,-53.00935000
40.53115845,-51.65748000
40.62652588,-54.20620000
40.72189331,-56.25818000
40.81726074,-54.05390000
40.91262817,-51.70071000
41.00799561,-53.13180000
41.10336304,-60.60387000
41.19873047,-50.97927000
41.29409790,-51.92674000
41.38946533,-51.59364000
41.48483276,-56.19191000
41.58020020,-54.08078000
41.67556763,-54.22773000
41.77093506,-56.08054000
41.86630249,-58.74484000
41.96166992,-54.47939000
42.05703735,-54.20694000
42.15240479,-52.58993000
42.24777222,-55.08915000
42.34313965,-52.63248000
42.43850708,-52.27977000
42.53387451,-54.15686000
42.62924194,-55.38188000
42.72460938,-67.78200000
42.81997681,-51.12355000
42.91534424,-52.14269000
43.01071167,-54.85205000
43.10607910,-63.98334000
43.20144653,-59.40498000
43.29681396,-52.77582000
43.39218140,-52.10046000
43.48754883,-66.22842000
43.58291626,-52.34055000
43.67828369,-60.28877000
43.77365112,-50.82845000
43.86901855,-54.19392000
43.96438599,-53.33869000
44.05975342,-52.65305000
44.15512085,-57.09671000
44.25048828,-52.49806000
44.34585571,-52.95507000
44.44122314,-71.97414000
44.53659058,-51.50328000
44.63195801,-54.09446000
44.72732544,-53.81224000
44.82269287,-56.65543000
44.91806030,-55.43123000
45.01342773,-53.06271000
45.10879517,-54.73593000
45.20416260,-54.56082000
45.29953003,-60.57114000
45.39489746,-51.67612000
45.49026489,-66.40801000
45.58563232,-51.01501000
45.68099976,-52.33257000
45.77636719,-57.24368000
45.87173462,-56.85053000
45.96710205,-57.12263000
46.06246948,-49.56839000
46.15783691,-54.44183000
46.25320435,-58.37962000
46.34857178,-52.89417000
46.44393921,-51.88912000
46.53930664,-59.87691000
46.63467407,-54.19158000
46.73004150,-57.61203000
46.82540894,-51.94843000
46.92077637,-59.09877000
47.01614380,-56.38656000
47.11151123,-53.61473000
47.20687866,-54.14745000
47.30224609,-57.96430000
47.39761353,-51.66113000
47.49298096,-54.77681000
47.58834839,-62.16589000
47.68371582,-51.28492000
47.77908325,-53.06018000
47.87445068,-62.85267000
47.96981812,-63.69692000
48.06518555,-51.21244000
48.16055298,-50.77312000
48.25592041,-54.67522000
48.35128784,-61.68232000
48.44665527,-51.24180000
48.54202271,-50.74617000
48.63739014,-64.46521000
48.73275757,-52.03221000
48.82812500,-64.13613000
48.92349243,-52.96544000
49.01885986,-53.11539000
49.11422729,-54.64962000
49.20959473,-66.49464000
49.30496216,-51.76926000
49.40032959,-55.58276000
49.49569702,-55.83508000
49.59106445,-54.56757000
49.68643188,-58.36404000
49.78179932,-60.33832000
49.87716675,-54.87827000
49.97253418,-52.55811000
50.06790161,-53.59700000
50.16326904,-59.83758000
50.25863647,-52.21486000
50.35400391,-52.89004000
50.44937134,-63.14865000
50.54473877,-54.30080000
50.64010620,-54.95702000
50.73547363,-54.50016000
50.83084106,-56.93592000
50.92620850,-71.32430000
51.02157593,-55.66837000
51.11694336,-51.55278000
51.21231079,-50.52291000
51.30767822,-56.40558000
51.40304565,-57.26336000
51.49841309,-56.55405000
51.59378052,-59.65815000
51.68914795,-52.30811000
51.78451538,-53.74634000
51.87988281,-56.39053000
51.97525024,-63.50865000
52.07061768,-56.92265000
52.16598511,-54.58958000
52.26135254,-56.24483000
52.35671997,-54.19302000
52.45208740,-50.73155000
52.54745483,-55.99511000
52.64282227,-55.88438000
52.73818970,-54.14848000
52.83355713,-62.49368000
52.92892456,-52.97018000
53.02429199,-63.38307000
53.11965942,-55.13651000
53.21502686,-57.95828000
53.31039429,-52.36871000
53.40576172,-51.13767000
53.50112915,-65.90932000
53.59649658,-56.93358000
53.69186401,-52.83084000
53.78723145,-54.46642000
53.88259888,-63.63605000
53.97796631,-61.03539000
54.07333374,-51.48605000
54.16870117,-50.19598000
54.26406860,-55.84126000
54.35943604,-60.25028000
54.45480347,-58.21857000
54.55017090,-58.55102000
54.64553833,-53.40649000
54.74090576,-55.92359000
54.83627319,-59.24355000
54.93164063,-61.33625000
55.02700806,-53.04027000
55.12237549,-56.60361000
55.21774292,-58.21520000
55.31311035,-61.78697000
55.40847778,-56.60162000
55.50384521,-52.42115000
55.59921265,-58.39313000
55.69458008,-54.64901000
55.78994751,-66.83765000
55.88531494,-53.35368000
55.98068237,-58.11906000
56.07604980,-53.04963000
56.17141724,-49.27197000
56.26678467,-55.71550000
56.36215210,-61.33402000
56.45751953,-54.74509000
56.55288696,-58.05984000
56.64825439,-59.39944000
56.74362183,-55.52654000
56.83898926,-54.09354000
56.93435669,-54.53354000
57.02972412,-62.74118000
57.12509155,-54.79668000
57.22045898,-53.67551000
57.31582642,-58.44017000
57.41119385,-54.17856000
57.50656128,-58.58295000
57.60192871,-60.86113000
57.69729614,-58.00573000
57.79266357,-53.21674000
57.88803101,-55.46989000
57.98339844,-61.39991000
58.07876587,-55.44676000
58.17413330,-52.38141000
58.26950073,-67.18761000
58.36486816,-55.47079000
58.46023560,-56.73512000
58.55560303,-53.81220000
58.65097046,-74.97688000
58.74633789,-55.65981000
58.84170532,-57.50664000
58.93707275,-56.58895000
59.03244019,-56.44196000
59.12780762,-64.99400000
59.22317505,-55.65739000
59.31854248,-53.10762000
59.41390991,-69.27345000
59.50927734,-58.42628000
59.60464478,-57.25002000
59.70001221,-53.27028000
59.79537964,-59.18591000
59.89074707,-58.30152000
59.98611450,-53.52668000
60.08148193,-74.30816000
60.17684937,-54.34035000
60.27221680,-57.60721000
60.36758423,-59.10524000
60.46295166,-51.71413000
60.55831909,-50.47932000
60.65368652,-65.23232000
60.74905396,-60.26385000
60.84442139,-56.31982000
60.93978882,-55.52612000
61.03515625,-61.96006000
61.13052368,-56.94849000
61.22589111,-56.63313000
61.32125854,-60.63501000
61.41662598,-57.38828000
61.51199341,-64.47540000
61.60736084,-53.57115000
61.70272827,-55.85306000
61.79809570,-70.03844000
61.89346313,-55.56012000
61.98883057,-57.32353000
62.08419800,-67.18185000
62.17956543,-55.34646000
62.27493286,-54.17385000
62.37030029,-62.37529000
62.46566772,-57.12869000
62.56103516,-59.19273000
62.65640259,-51.70738000
62.75177002,-54.52518000
62.84713745,-68.18983000
62.94250488,-60.04122000
63.03787231,-51.73706000
63.13323975,-52.95105000
63.22860718,-55.04464000
63.32397461,-85.76117000
63.41934204,-53.47305000
63.51470947,-53.55051000
63.61007690,-62.04237000
63.70544434,-57.25578000
63.80081177,-58.53870000
63.89617920,-63.35099000
63.99154663,-59.58647000
64.08691406,-54.92823000
64.18228149,-57.36406000
64.27764893,-56.34182000
64.37301636,-62.98719000
64.46838379,-55.23533000
64.56375122,-58.74407000
64.65911865,-51.54464000
64.75448608,-55.07761000
64.84985352,-63.38167000
64.94522095,-54.64402000
65.04058838,-53.67470000
65.13595581,-55.69764000
65.23132324,-58.12537000
65.32669067,-61.59852000
65.42205811,-54.30245000
65.51742554,-50.53947000
65.61279297,-61.58627000
65.70816040,-56.13357000
65.80352783,-54.23115000
65.89889526,-58.64941000
65.99426270,-62.24965000
66.08963013,-54.34021000
66.18499756,-54.11044000
66.28036499,-57.47701000
66.37573242,-64.64162000
66.47109985,-55.76217000
66.56646729,-50.81072000
66.66183472,-52.76165000
66.75720215,-61.90186000
66.85256958,-55.43250000
66.94793701,-53.90772000
67.04330444,-63.56157000
67.13867188,-57.09248000
67.23403931,-54.47090000
67.32940674,-53.61850000
67.42477417,-56.73534000
67.52014160,-59.74001000
67.61550903,-58.65290000
67.71087646,-56.35750000
67.80624390,-58.41802000
67.90161133,-63.71830000
67.99697876,-53.42297000
68.09234619,-60.30121000
68.18771362,-55.24793000
68.28308105,-56.23815000
68.37844849,-52.91818000
68.47381592,-56.94810000
68.56918335,-67.96952000
68.66455078,-54.73146000
68.75991821,-61.00769000
68.85528564,-56.33863000
68.95065308,-56.29357000
69.04602051,-53.70625000
69.14138794,-61.00406000
69.23675537,-64.12084000
69.33212280,-58.91658000
69.42749023,-69.36597000
69.52285767,-56.08171000
69.61822510,-52.49371000
69.71359253,-56.58084000
69.80895996,-62.70745000
69.90432739,-59.48565000
69.99969482,-58.54473000
70.09506226,-51.69562000
70.19042969,-61.26206000
70.28579712,-52.52170000
70.38116455,-53.32154000
70.47653198,-57.01664000
70.57189941,-62.46319000
70.66726685,-58.12563000
70.76263428,-56.74608000
70.85800171,-67.51942000
70.95336914,-55.25080000
71.04873657,-62.31097000
71.14410400,-59.93968000
71.23947144,-57.51735000
71.33483887,-57.07216000
71.43020630,-56.81148000
71.52557373,-59.21655000
71.62094116,-58.33838000
71.71630859,-55.02415000
71.81167603,-56.34684000
71.90704346,-61.64747000
72.00241089,-58.44314000
72.09777832,-59.13573000
72.19314575,-56.82263000
72.28851318,-65.07571000
72.38388062,-57.02593000
72.47924805,-59.51287000
72.57461548,-62.31587000
72.66998291,-56.31217000
72.76535034,-59.69483000
72.86071777,-57.48194000
72.95608521,-59.58483000
73.05145264,-59.72867000
73.14682007,-54.00329000
73.24218750,-52.43818000
73.33755493,-65.01921000
73.43292236,-54.60618000
73.52828979,-59.03919000
73.62365723,-61.81009000
73.71902466,-59.24055000
73.81439209,-62.83812000
73.90975952,-56.14777000
74.00512695,-58.07481000
74.10049438,-62.16012000
74.19586182,-53.80277000
74.29122925,-63.94318000
74.38659668,-57.82025000
74.48196411,-55.47631000
74.57733154,-63.21214000
74.67269897,-60.52079000
74.76806641,-58.51040000
74.86343384,-53.10030000
74.95880127,-54.57035000
75.05416870,-68.74194000
75.14953613,-55.09118000
75.24490356,-56.35800000
75.34027100,-59.05180000
75.43563843,-54.90572000
75.53100586,-55.99585000
75.62637329,-73.45809000
75.72174072,-55.73980000
75.81710815,-73.03294000
75.91247559,-57.19400000
76.00784302,-64.60717000
76.10321045,-56.09299000
76.19857788,-60.86143000
76.29394531,-53.31021000
76.38931274,-56.54619000
76.48468018,-62.42823000
76.58004761,-61.41981000
76.67541504,-55.32810000
76.77078247,-54.62022000
76.86614990,-58.62974000
76.96151733,-60.79356000
77.05688477,-57.11074000
77.15225220,-59.94922000
77.24761963,-61.81787000
77.34298706,-57.39334000
77.43835449,-56.52802000
77.53372192,-62.57426000
77.62908936,-61.39500000
77.72445679,-56.08652000
77.81982422,-59.14944000
77.91519165,-58.57306000
78.01055908,-55.52569000
78.10592651,-55.17081000
78.20129395,-62.76307000
78.29666138,-61.48308000
78.39202881,-55.47713000
78.48739624,-60.81081000
78.58276367,-61.33835000
78.67813110,-57.55676000
78.77349854,-56.88290000
78.86886597,-61.71354000
78.96423340,-66.93686000
79.05960083,-56.71275000
79.15496826,-56.48042000
79.25033569,-55.01286000
79.34570313,-51.56723000
79.44107056,-54.93298000
79.53643799,-60.77102000
79.63180542,-65.67957000
79.72717285,-61.67585000
79.82254028,-55.43637000
79.91790771,-57.38537000
80.01327515,-68.64443000
80.10864258,-59.80335000
80.20401001,-55.76205000
80.29937744,-53.22839000
80.39474487,-69.90477000
80.49011230,-56.18867000
80.58547974,-58.31696000
80.68084717,-63.24306000
80.77621460,-59.08252000
80.87158203,-62.32817000
80.96694946,-64.21292000
81.06231689,-55.76414000
81.15768433,-54.91479000
81.25305176,-56.72054000
81.34841919,-57.20777000
81.44378662,-64.83136000
81.53915405,-56.72590000
81.63452148,-64.84009000
81.72988892,-57.08849000
81.82525635,-63.53184000
81.92062378,-59.00674000
82.01599121,-59.66946000
82.11135864,-56.59664000
82.20672607,-59.00040000
82.30209351,-61.93566000
82.39746094,-57.34821000
82.49282837,-60.58100000
82.58819580,-61.90048000
82.68356323,-59.14510000
82.77893066,-55.04027000
82.87429810,-57.94478000
82.96966553,-60.04584000
83.06503296,-65.60399000
83.16040039,-53.73653000
83.25576782,-55.12268000
83.35113525,-64.72057000
83.44650269,-58.49831000
83.54187012,-60.19260000
83.63723755,-58.50564000
83.73260498,-66.09870000
83.82797241,-56.42975000
83.92333984,-56.77838000
84.01870728,-68.01986000
84.11407471,-57.35067000
84.20944214,-55.50957000
84.30480957,-56.36671000
84.40017700,-62.26158000
84.49554443,-61.15029000
84.59091187,-65.36148000
84.68627930,-59.20558000
84.78164673,-57.83764000
84.87701416,-54.83424000
84.97238159,-59.11158000
85.06774902,-82.99725000
85.16311646,-58.17212000
85.25848389,-53.75463000
85.35385132,-52.54245000
85.44921875,-57.41311000
85.54458618,-73.72766000
85.63995361,-59.68574000
85.73532104,-54.01079000
85.83068848,-62.82348000
85.92605591,-55.18661000
86.02142334,-51.64139000
86.11679077,-60.42529000
86.21215820,-56.00498000
86.30752563,-57.92128000
86.40289307,-57.92231000
86.49826050,-66.75372000
86.59362793,-56.51477000
86.68899536,-60.19307000
86.78436279,-55.13134000
86.87973022,-52.60941000
86.97509766,-61.07634000
87.07046509,-59.61383000
87.16583252,-57.08633000
87.26119995,-57.17181000
87.35656738,-57.10060000
87.45193481,-54.86206000
87.54730225,-65.28855000
87.64266968,-58.95298000
87.73803711,-55.66664000
87.83340454,-67.94976000
87.92877197,-57.91908000
88.02413940,-61.65370000
88.11950684,-60.04236000
88.21487427,-64.48985000
88.31024170,-57.76081000
88.40560913,-60.22629000
88.50097656,-62.67097000
88.59634399,-66.83174000
88.69171143,-63.00015000
88.78707886,-55.89090000
88.88244629,-59.53774000
88.97781372,-58.02040000
89.07318115,-58.38316000
89.16854858,-72.88174000
89.26391602,-58.29611000
89.35928345,-63.78668000
89.45465088,-53.97066000
89.55001831,-54.00885000
89.64538574,-78.03333000
89.74075317,-56.12794000
89.83612061,-55.54870000
89.93148804,-53.51443000
90.02685547,-63.93331000
90.12222290,-55.78870000
90.21759033,-66.98923000
90.31295776,-58.50065000
90.40832520,-59.44338000
90.50369263,-57.86625000
90.59906006,-59.96656000
90.69442749,-62.83147000
90.78979492,-57.63108000
90.88516235,-58.55927000
90.98052979,-59.58548000
91.07589722,-63.18028000
91.17126465,-59.63268000
91.26663208,-65.08137000
91.36199951,-59.25089000
91.45736694,-62.30097000
91.55273438,-60.33817000
91.64810181,-67.20538000
91.74346924,-56.38972000
91.83883667,-59.35923000
91.93420410,-63.66739000
92.02957153,-56.48495000
92.12493896,-63.30894000
92.22030640,-71.49707000
92.31567383,-61.22855000
92.41104126,-79.47194000
92.50640869,-52.73613000
92.60177612,-51.52220000
92.69714355,-59.22677000
92.79251099,-59.44463000
92.88787842,-51.76065000
92.98324585,-56.52871000
93.07861328,-61.40451000
93.17398071,-62.84722000
93.26934814,-57.29420000
93.36471558,-58.43527000
93.46008301,-64.04074000
93.55545044,-63.63081000
93.65081787,-53.32739000
93.74618530,-52.75992000
93.84155273,-58.07556000
93.93692017,-58.62098000
94.03228760,-65.57682000
94.12765503,-56.35175000
94.22302246,-67.93822000
94.31838989,-65.71962000
94.41375732,-57.95583000
94.50912476,-56.90871000
94.60449219,-68.79785000
94.69985962,-59.35205000
94.79522705,-53.37461000
94.89059448,-57.71404000
94.98596191,-60.86201000
95.08132935,-55.63827000
95.17669678,-61.00163000
95.27206421,-56.40268000
95.36743164,-53.09704000
95.46279907,-62.51757000
95.55816650,-61.78669000
95.65353394,-58.39178000
95.74890137,-66.97780000
95.84426880,-53.61462000
95.93963623,-58.33627000
96.03500366,-60.80466000
96.13037109,-59.50188000
96.22573853,-62.02634000
96.32110596,-60.40019000
96.41647339,-59.67929000
96.51184082,-55.42150000
96.60720825,-61.74977000
96.70257568,-57.52148000
96.79794312,-52.80058000
96.89331055,-59.75083000
96.98867798,-57.64820000
97.08404541,-55.59842000
97.17941284,-66.74664000
97.27478027,-63.84573000
97.37014771,-56.56068000
97.46551514,-57.34337000
97.56088257,-55.66959000
97.65625000,-60.29255000
97.75161743,-72.83624000
97.84698486,-61.24456000
97.94235229,-56.10445000
98.03771973,-65.76274000
98.13308716,-55.33614000
98.22845459,-52.55622000
98.32382202,-61.02600000
98.41918945,-57.81668000
98.51455688,-57.22385000
98.60992432,-61.64806000
98.70529175,-60.85368000
98.80065918,-56.39851000
98.89602661,-52.11163000
98.99139404,-55.78471000
99.08676147,-62.64594000
99.18212891,-55.85975000
99.27749634,-53.36031000
99.37286377,-57.32704000
99.46823120,-66.20747000
99.56359863,-53.29938000
99.65896606,-54.09630000
99.75433350,-69.39217000
99.84970093,-57.66844000
99.94506836,-59.52873000
100.04043579,-60.58867000
100.13580322,-56.50361000
100.23117065,-68.14056000
100.32653809,-58.63662000
100.42190552,-58.27598000
100.51727295,-56.71444000
100.61264038,-56.06291000
100.70800781,-71.42460000
100.80337524,-54.37660000
100.89874268,-58.99068000
100.99411011,-60.55527000
101.08947754,-58.96301000
101.18484497,-61.93350000
101.28021240,-61.70618000
101.37557983,-55.53440000
101.47094727,-68.56689000
101.56631470,-60.87651000
101.66168213,-60.22949000
101.75704956,-54.58138000
101.85241699,-59.12439000
101.94778442,-58.90831000
102.04315186,-70.68217000
