Frequency,Channel A
(kHz),(dBu)

102.13851929,-57.48873000
102.23388672,-54.75164000
102.32925415,-59.69223000
102.42462158,-58.79186000
102.51998901,-53.05478000
102.61535645,-67.13319000
102.71072388,-53.76995000
102.80609131,-51.43470000
102.90145874,-61.04867000
102.99682617,-57.16937000
103.09219360,-59.30510000
103.18756104,-53.75070000
103.28292847,-55.91223000
103.37829590,-56.53251000
103.47366333,-56.96976000
103.56903076,-58.19273000
103.66439819,-62.07168000
103.75976563,-54.09685000
103.85513306,-54.78090000
103.95050049,-56.85670000
104.04586792,-56.81576000
104.14123535,-55.44552000
104.23660278,-57.18059000
104.33197021,-58.25134000
104.42733765,-61.68712000
104.52270508,-55.90819000
104.61807251,-57.40625000
104.71343994,-59.77463000
104.80880737,-52.65213000
104.90417480,-55.49708000
104.99954224,-56.59947000
105.09490967,-56.27560000
105.19027710,-56.48454000
105.28564453,-65.11462000
105.38101196,-52.49968000
105.47637939,-51.15868000
105.57174683,-56.72491000
105.66711426,-63.52470000
105.76248169,-56.15427000
105.85784912,-55.34092000
105.95321655,-54.43470000
106.04858398,-53.25071000
106.14395142,-54.78623000
106.23931885,-52.85630000
106.33468628,-54.18317000
106.43005371,-65.65734000
106.52542114,-52.87946000
106.62078857,-58.09336000
106.71615601,-56.50501000
106.81152344,-56.49560000
106.90689087,-57.12666000
107.00225830,-53.68320000
107.09762573,-52.19863000
107.19299316,-66.32768000
107.28836060,-54.84506000
107.38372803,-59.99309000
107.47909546,-52.76308000
107.57446289,-56.25611000
107.66983032,-59.44910000
107.76519775,-56.43820000
107.86056519,-54.42437000
107.95593262,-55.36967000
108.05130005,-59.36477000
108.14666748,-56.15061000
108.24203491,-62.55024000
108.33740234,-51.58449000
108.43276978,-54.36210000
108.52813721,-58.94947000
108.62350464,-53.12221000
108.71887207,-51.63144000
108.81423950,-69.36420000
108.90960693,-52.27727000
109.00497437,-55.11311000
109.10034180,-56.57723000
109.19570923,-56.14632000
109.29107666,-55.51385000
109.38644409,-59.60204000
109.48181152,-53.56503000
109.57717896,-61.69949000
109.67254639,-52.52740000
109.76791382,-53.37332000
109.86328125,-53.14007000
109.95864868,-60.78511000
110.05401611,-58.04073000
110.14938354,-52.94210000
110.24475098,-54.89101000
110.34011841,-56.67139000
110.43548584,-53.94816000
110.53085327,-60.42813000
110.62622070,-55.38812000
110.72158813,-57.13425000
110.81695557,-58.15157000
110.91232300,-54.28076000
111.00769043,-55.83419000
111.10305786,-62.50713000
111.19842529,-52.41036000
111.29379272,-55.58157000
111.38916016,-54.84957000
111.48452759,-51.68308000
111.57989502,-57.45183000
111.67526245,-55.37839000
111.77062988,-53.47941000
111.86599731,-54.79598000
111.96136475,-55.64344000
112.05673218,-61.42624000
112.15209961,-57.25426000
112.24746704,-55.51269000
112.34283447,-58.03719000
112.43820190,-54.73550000
112.53356934,-51.69862000
112.62893677,-54.55997000
112.72430420,-61.19373000
112.81967163,-56.10584000
112.91503906,-53.38568000
113.01040649,-56.47197000
113.10577393,-54.66876000
113.20114136,-54.42809000
113.29650879,-54.89470000
113.39187622,-55.12855000
113.48724365,-55.23816000
113.58261108,-57.04208000
113.67797852,-62.14294000
113.77334595,-53.36351000
113.86871338,-49.97430000
113.96408081,-51.66965000
114.05944824,-67.17107000
114.15481567,-53.51371000
114.25018311,-52.30009000
114.34555054,-56.54974000
114.44091797,-54.00320000
114.53628540,-57.69013000
114.63165283,-53.29211000
114.72702026,-54.39667000
114.82238770,-54.44502000
114.91775513,-57.72094000
115.01312256,-55.09758000
115.10848999,-57.79458000
115.20385742,-55.73157000
115.29922485,-52.90162000
115.39459229,-52.59783000
115.48995972,-59.75453000
115.58532715,-51.44255000
115.68069458,-57.77005000
115.77606201,-55.00452000
115.87142944,-52.56498000
115.96679688,-53.89206000
116.06216431,-56.43156000
116.15753174,-51.19623000
116.25289917,-57.05042000
116.34826660,-55.56269000
116.44363403,-52.28539000
116.53900146,-53.82130000
116.63436890,-61.06242000
116.72973633,-53.78659000
116.82510376,-53.99546000
116.92047119,-51.27442000
117.01583862,-59.70770000
117.11120605,-52.31155000
117.20657349,-54.56005000
117.30194092,-54.85525000
117.39730835,-54.04556000
117.49267578,-61.81637000
117.58804321,-53.18715000
117.68341064,-53.75011000
117.77877808,-54.47178000
117.87414551,-51.47456000
117.96951294,-59.07695000
118.06488037,-53.42760000
118.16024780,-52.80495000
118.25561523,-52.05069000
118.35098267,-51.93093000
118.44635010,-53.60855000
118.54171753,-55.95646000
118.63708496,-56.32880000
118.73245239,-54.95273000
118.82781982,-54.45460000
118.92318726,-52.95327000
119.01855469,-52.44771000
119.11392212,-54.32376000
119.20928955,-55.88352000
119.30465698,-50.76914000
119.40002441,-54.11754000
119.49539185,-51.30724000
119.59075928,-51.97966000
119.68612671,-60.71447000
119.78149414,-49.54174000
119.87686157,-48.64309000
119.97222900,-59.87604000
120.06759644,-53.76454000
120.16296387,-56.84841000
120.25833130,-50.03883000
120.35369873,-50.49874000
120.44906616,-51.63697000
120.54443359,-58.95674000
120.63980103,-54.10004000
120.73516846,-50.08460000
120.83053589,-50.94291000
120.92590332,-52.24869000
121.02127075,-53.40306000
121.11663818,-56.00280000
121.21200562,-50.33001000
121.30737305,-53.18023000
121.40274048,-53.77919000
121.49810791,-51.86485000
121.59347534,-50.33733000
121.68884277,-53.63902000
121.78421021,-53.31689000
121.87957764,-52.30827000
121.97494507,-51.33277000
122.07031250,-55.53149000
122.16567993,-53.83648000
122.26104736,-52.49813000
122.35641479,-51.65226000
122.45178223,-49.34545000
122.54714966,-54.59115000
122.64251709,-50.94182000
122.73788452,-51.25637000
122.83325195,-56.62771000
122.92861938,-50.72909000
123.02398682,-52.21651000
123.11935425,-49.61860000
123.21472168,-52.21587000
123.31008911,-53.79770000
123.40545654,-48.89527000
123.50082397,-50.56382000
123.59619141,-52.89279000
123.69155884,-50.98805000
123.78692627,-54.06013000
123.88229370,-52.24126000
123.97766113,-50.65543000
124.07302856,-51.56603000
124.16839600,-49.66081000
124.26376343,-50.68372000
124.35913086,-55.74978000
124.45449829,-49.41464000
124.54986572,-52.15808000
124.64523315,-49.88287000
124.74060059,-48.09910000
124.83596802,-59.40523000
124.93133545,-48.30525000
125.02670288,-50.19542000
125.12207031,-55.03374000
125.21743774,-47.66723000
125.31280518,-48.19387000
125.40817261,-53.46906000
125.50354004,-51.88477000
125.59890747,-50.30054000
125.69427490,-48.63578000
125.78964233,-48.61913000
125.88500977,-50.80216000
125.98037720,-48.47575000
126.07574463,-55.50438000
126.17111206,-49.20324000
126.26647949,-49.27370000
126.36184692,-49.13144000
126.45721436,-50.05593000
126.55258179,-52.46772000
126.64794922,-47.93754000
126.74331665,-47.45579000
126.83868408,-52.19177000
126.93405151,-50.75483000
127.02941895,-49.08608000
127.12478638,-50.47094000
127.22015381,-50.56668000
127.31552124,-48.80336000
127.41088867,-49.43977000
127.50625610,-47.32176000
127.60162354,-48.88947000
127.69699097,-49.89700000
127.79235840,-47.31029000
127.88772583,-48.04753000
127.98309326,-50.62446000
128.07846069,-51.61375000
128.17382813,-50.58111000
128.26919556,-48.24673000
128.36456299,-48.83785000
128.45993042,-45.39627000
128.55529785,-46.58096000
128.65066528,-51.49208000
128.74603271,-49.50830000
128.84140015,-46.46711000
128.93676758,-47.67980000
129.03213501,-47.55913000
129.12750244,-48.29983000
129.22286987,-48.01151000
129.31823730,-47.67038000
129.41360474,-47.88027000
129.50897217,-47.81968000
129.60433960,-47.16707000
129.69970703,-48.22863000
129.79507446,-46.01066000
129.89044189,-48.14939000
129.98580933,-49.04620000
130.08117676,-49.07412000
130.17654419,-44.88545000
130.27191162,-46.42996000
130.36727905,-44.75392000
130.46264648,-48.88473000
130.55801392,-47.21605000
130.65338135,-46.15380000
130.74874878,-45.45560000
130.84411621,-45.52739000
130.93948364,-46.55159000
131.03485107,-45.50599000
131.13021851,-44.81869000
131.22558594,-46.45134000
131.32095337,-45.59383000
131.41632080,-46.41834000
131.51168823,-44.16006000
131.60705566,-45.78228000
131.70242310,-46.69017000
131.79779053,-44.91767000
131.89315796,-43.98075000
131.98852539,-46.31359000
132.08389282,-45.53524000
132.17926025,-45.59616000
132.27462769,-43.26662000
132.36999512,-44.52776000
132.46536255,-45.34799000
132.56072998,-44.85256000
132.65609741,-42.10498000
132.75146484,-46.40962000
132.84683228,-45.44846000
132.94219971,-44.70856000
133.03756714,-42.09203000
133.13293457,-43.74324000
133.22830200,-42.27880000
133.32366943,-44.80930000
133.41903687,-42.84617000
133.51440430,-43.11779000
133.60977173,-44.36951000
133.70513916,-44.68254000
133.80050659,-41.79236000
133.89587402,-45.10702000
133.99124146,-42.33570000
134.08660889,-43.34721000
134.18197632,-42.85065000
134.27734375,-44.73217000
134.37271118,-42.17447000
134.46807861,-44.03681000
134.56344604,-42.64258000
134.65881348,-43.88279000
134.75418091,-41.88309000
134.84954834,-44.34532000
134.94491577,-42.89272000
135.04028320,-43.67826000
135.13565063,-43.01173000
135.23101807,-43.14978000
135.32638550,-43.02879000
135.42175293,-43.47723000
135.51712036,-41.77610000
135.61248779,-44.73064000
135.70785522,-43.88250000
135.80322266,-42.07635000
135.89859009,-42.58627000
135.99395752,-45.65668000
136.08932495,-44.58264000
136.18469238,-43.08451000
136.28005981,-43.28001000
136.37542725,-43.40996000
136.47079468,-43.46095000
136.56616211,-43.66660000
136.66152954,-44.51103000
136.75689697,-44.81203000
136.85226440,-44.28926000
136.94763184,-44.02789000
137.04299927,-44.21236000
137.13836670,-45.89288000
137.23373413,-44.57461000
137.32910156,-42.90239000
137.42446899,-45.17592000
137.51983643,-46.58840000
137.61520386,-44.18864000
137.71057129,-45.28957000
137.80593872,-46.52773000
137.90130615,-45.13202000
137.99667358,-47.29245000
138.09204102,-45.32146000
138.18740845,-46.03337000
138.28277588,-45.23977000
138.37814331,-47.25349000
138.47351074,-45.94191000
138.56887817,-48.26393000
138.66424561,-46.86641000
138.75961304,-46.08189000
138.85498047,-49.11557000
138.95034790,-47.50201000
139.04571533,-45.37229000
139.14108276,-47.69633000
139.23645020,-48.59085000
139.33181763,-47.38788000
139.42718506,-47.88471000
139.52255249,-47.80239000
139.61791992,-46.61516000
139.71328735,-48.86266000
139.80865479,-47.75186000
139.90402222,-47.77855000
139.99938965,-49.28326000
140.09475708,-50.14673000
140.19012451,-47.84822000
140.28549194,-51.37381000
140.38085938,-48.28188000
140.47622681,-48.39458000
140.57159424,-50.73885000
140.66696167,-47.81341000
140.76232910,-47.49311000
140.85769653,-48.77238000
140.95306396,-50.10473000
141.04843140,-52.76767000
141.14379883,-48.15865000
141.23916626,-51.15619000
141.33453369,-49.50203000
141.42990112,-50.41617000
141.52526855,-52.22951000
141.62063599,-50.53460000
141.71600342,-48.29271000
141.81137085,-48.81220000
141.90673828,-49.96524000
142.00210571,-56.98793000
142.09747314,-49.65134000
142.19284058,-49.94981000
142.28820801,-49.18847000
142.38357544,-51.18226000
142.47894287,-50.92531000
142.57431030,-56.04298000
142.66967773,-52.96641000
142.76504517,-51.84178000
142.86041260,-48.51169000
142.95578003,-50.60521000
143.05114746,-54.07248000
143.14651489,-54.36867000
143.24188232,-51.64001000
143.33724976,-56.60400000
143.43261719,-53.90390000
143.52798462,-54.06791000
143.62335205,-50.15169000
143.71871948,-53.50409000
143.81408691,-53.02785000
143.90945435,-54.57582000
144.00482178,-49.98900000
144.10018921,-49.09532000
144.19555664,-54.08814000
144.29092407,-57.00276000
144.38629150,-52.18401000
144.48165894,-56.99920000
144.57702637,-51.74660000
144.67239380,-52.91622000
144.76776123,-52.69909000
144.86312866,-56.24982000
144.95849609,-50.63037000
145.05386353,-57.42615000
145.14923096,-53.34959000
145.24459839,-53.27887000
145.33996582,-56.81484000
145.43533325,-59.92503000
145.53070068,-52.45452000
145.62606812,-52.93575000
145.72143555,-54.05701000
145.81680298,-55.74906000
145.91217041,-52.98933000
146.00753784,-55.41250000
146.10290527,-52.07539000
146.19827271,-62.54095000
146.29364014,-50.76637000
146.38900757,-49.25731000
146.48437500,-54.09629000
146.57974243,-56.80821000
146.67510986,-55.31608000
146.77047729,-57.81235000
146.86584473,-54.62065000
146.96121216,-58.63670000
147.05657959,-59.09451000
147.15194702,-56.84784000
147.24731445,-53.75064000
147.34268188,-63.37052000
147.43804932,-56.86806000
147.53341675,-53.10665000
147.62878418,-62.38058000
147.72415161,-54.06239000
147.81951904,-54.05730000
147.91488647,-54.70818000
148.01025391,-51.94627000
148.10562134,-53.10471000
148.20098877,-55.73812000
148.29635620,-60.48279000
148.39172363,-70.05453000
148.48709106,-52.88533000
148.58245850,-54.16607000
148.67782593,-56.65258000
148.77319336,-52.97298000
148.86856079,-58.17194000
148.96392822,-52.07133000
149.05929565,-62.16177000
149.15466309,-55.94647000
149.25003052,-57.48763000
149.34539795,-58.90490000
149.44076538,-58.01477000
149.53613281,-58.79243000
149.63150024,-58.91958000
149.72686768,-58.79967000
149.82223511,-58.23022000
149.91760254,-61.98837000
150.01296997,-57.40442000
150.10833740,-53.74173000
150.20370483,-56.97409000
150.29907227,-55.22661000
150.39443970,-57.96441000
150.48980713,-60.39616000
150.58517456,-59.15972000
150.68054199,-54.73004000
150.77590942,-62.37999000
150.87127686,-53.06750000
150.96664429,-57.30892000
151.06201172,-64.64980000
151.15737915,-53.87308000
151.25274658,-55.59315000
151.34811401,-58.18098000
151.44348145,-53.60867000
151.53884888,-61.98668000
151.63421631,-61.49983000
151.72958374,-59.10919000
151.82495117,-61.20388000
151.92031860,-57.37686000
152.01568604,-57.32342000
152.11105347,-59.68432000
152.20642090,-52.63123000
152.30178833,-55.15215000
152.39715576,-64.71270000
152.49252319,-53.04207000
152.58789063,-61.47995000
152.68325806,-56.08601000
152.77862549,-54.73576000
152.87399292,-64.46980000
152.96936035,-59.88143000
153.06472778,-59.10674000
153.16009521,-59.24823000
153.25546265,-55.51422000
153.35083008,-59.83258000
153.44619751,-57.74450000
153.54156494,-56.20470000
153.63693237,-66.04076000
153.73229980,-60.10880000
153.82766724,-58.12740000
153.92303467,-56.25563000
154.01840210,-59.71693000
154.11376953,-59.66534000
154.20913696,-57.44038000
154.30450439,-57.28328000
154.39987183,-65.27116000
154.49523926,-65.70136000
154.59060669,-56.62535000
154.68597412,-57.64780000
154.78134155,-61.65818000
154.87670898,-55.71019000
154.97207642,-83.85614000
155.06744385,-56.36169000
155.16281128,-58.26448000
155.25817871,-74.63540000
155.35354614,-58.75987000
155.44891357,-63.32214000
155.54428101,-57.85636000
155.63964844,-54.27452000
155.73501587,-62.53702000
155.83038330,-61.79363000
155.92575073,-62.80854000
156.02111816,-62.37728000
156.11648560,-61.95263000
156.21185303,-59.45433000
156.30722046,-71.41610000
156.40258789,-55.54786000
156.49795532,-60.34426000
156.59332275,-60.89960000
156.68869019,-60.78831000
156.78405762,-63.66150000
156.87942505,-70.04028000
156.97479248,-59.15580000
157.07015991,-54.97551000
157.16552734,-60.22295000
157.26089478,-63.41904000
157.35626221,-64.05363000
157.45162964,-58.60871000
157.54699707,-59.24096000
157.64236450,-61.06088000
157.73773193,-61.61880000
157.83309937,-55.75526000
157.92846680,-56.42261000
158.02383423,-62.20794000
158.11920166,-58.80987000
158.21456909,-59.41866000
158.30993652,-58.82899000
158.40530396,-60.09521000
158.50067139,-61.27378000
158.59603882,-66.24381000
158.69140625,-57.50633000
158.78677368,-58.34383000
158.88214111,-70.06575000
158.97750854,-62.55484000
159.07287598,-55.21233000
159.16824341,-55.63167000
159.26361084,-61.18008000
159.35897827,-61.36890000
159.45434570,-63.16781000
159.54971313,-57.44127000
159.64508057,-78.49988000
159.74044800,-60.31825000
159.83581543,-64.69858000
159.93118286,-54.97358000
160.02655029,-60.85482000
160.12191772,-65.71716000
160.21728516,-61.48371000
160.31265259,-61.40678000
160.40802002,-60.53734000
160.50338745,-55.22535000
160.59875488,-56.75043000
160.69412231,-66.25865000
160.78948975,-67.09483000
160.88485718,-64.13219000
160.98022461,-58.86852000
161.07559204,-58.92601000
161.17095947,-63.53383000
161.26632690,-62.65447000
161.36169434,-60.68742000
161.45706177,-55.30971000
161.55242920,-57.90553000
161.64779663,-59.05195000
161.74316406,-65.14270000
161.83853149,-57.50237000
161.93389893,-65.82536000
162.02926636,-57.87422000
162.12463379,-57.29366000
162.22000122,-64.05188000
162.31536865,-61.81965000
162.41073608,-72.01794000
162.50610352,-59.78613000
162.60147095,-55.90604000
162.69683838,-60.30634000
162.79220581,-76.31789000
162.88757324,-65.09261000
162.98294067,-67.87245000
163.07830811,-63.55945000
163.17367554,-60.34007000
163.26904297,-73.54592000
163.36441040,-60.60800000
163.45977783,-60.48941000
163.55514526,-60.31353000
163.65051270,-61.63591000
163.74588013,-61.17424000
163.84124756,-67.67745000
163.93661499,-60.63234000
164.03198242,-57.38410000
164.12734985,-57.92501000
164.22271729,-68.58569000
164.31808472,-62.29584000
164.41345215,-67.38564000
164.50881958,-67.57915000
164.60418701,-65.00738000
164.69955444,-62.60355000
164.79492188,-73.64192000
164.89028931,-60.94061000
164.98565674,-64.80903000
165.08102417,-64.31703000
165.17639160,-67.13550000
165.27175903,-63.02086000
165.36712646,-72.97852000
165.46249390,-59.07803000
165.55786133,-64.76905000
165.65322876,-58.64509000
165.74859619,-58.80528000
165.84396362,-57.87066000
165.93933105,-75.90401000
166.03469849,-66.60366000
166.13006592,-59.89836000
166.22543335,-63.69271000
166.32080078,-63.12936000
166.41616821,-69.12138000
166.51153564,-59.64003000
166.60690308,-62.48827000
166.70227051,-69.78557000
166.79763794,-67.76579000
166.89300537,-58.51646000
166.98837280,-61.30028000
167.08374023,-59.28602000
167.17910767,-54.03767000
167.27447510,-56.81704000
167.36984253,-63.90495000
167.46520996,-59.55200000
167.56057739,-54.56364000
167.65594482,-56.50933000
167.75131226,-63.92909000
167.84667969,-62.90529000
167.94204712,-69.80453000
168.03741455,-67.15144000
168.13278198,-58.61317000
168.22814941,-60.88535000
168.32351685,-58.58116000
168.41888428,-67.07945000
168.51425171,-65.60137000
168.60961914,-64.43090000
168.70498657,-66.74140000
168.80035400,-66.19643000
168.89572144,-62.93554000
168.99108887,-57.25788000
169.08645630,-57.83517000
169.18182373,-71.34862000
169.27719116,-68.00497000
169.37255859,-65.77764000
169.46792603,-58.76604000
169.56329346,-57.35539000
169.65866089,-54.19864000
169.75402832,-55.83607000
169.84939575,-65.61700000
169.94476318,-64.56298000
170.04013062,-66.14807000
170.13549805,-59.75143000
170.23086548,-55.81396000
170.32623291,-58.30963000
170.42160034,-61.98955000
170.51696777,-63.02700000
170.61233521,-59.94724000
170.70770264,-68.28809000
170.80307007,-61.28822000
170.89843750,-61.03436000
170.99380493,-64.17657000
171.08917236,-63.11823000
171.18453979,-65.34955000
171.27990723,-58.84876000
171.37527466,-57.74130000
171.47064209,-56.00941000
171.56600952,-59.75703000
171.66137695,-75.62308000
171.75674438,-62.77217000
171.85211182,-58.05360000
171.94747925,-54.17067000
172.04284668,-58.36125000
172.13821411,-75.01826000
172.23358154,-65.15462000
172.32894897,-65.52332000
172.42431641,-75.77341000
172.51968384,-61.68051000
172.61505127,-60.04367000
172.71041870,-60.22347000
172.80578613,-62.42281000
172.90115356,-63.16340000
172.99652100,-59.32379000
173.09188843,-56.28003000
173.18725586,-59.48637000
173.28262329,-66.11867000
173.37799072,-62.34135000
173.47335815,-59.86895000
173.56872559,-59.16968000
173.66409302,-57.25569000
173.75946045,-58.12952000
173.85482788,-62.43263000
173.95019531,-65.48158000
174.04556274,-64.92661000
174.14093018,-68.31802000
174.23629761,-61.25885000
174.33166504,-58.80825000
174.42703247,-65.88876000
174.52239990,-64.24329000
174.61776733,-67.36573000
174.71313477,-60.20084000
174.80850220,-60.79893000
174.90386963,-58.01827000
174.99923706,-58.77552000
175.09460449,-58.30727000
175.18997192,-57.72708000
175.28533936,-56.58392000
175.38070679,-60.24224000
175.47607422,-63.56610000
175.57144165,-55.39837000
175.66680908,-54.79827000
175.76217651,-58.65862000
175.85754395,-63.41663000
175.95291138,-64.91335000
176.04827881,-61.24445000
176.14364624,-55.19279000
176.23901367,-58.70615000
176.33438110,-61.98127000
176.42974854,-74.02052000
176.52511597,-72.41281000
176.62048340,-77.26357000
176.71585083,-62.75462000
176.81121826,-56.71959000
176.90658569,-59.42301000
177.00195313,-65.38272000
177.09732056,-59.71673000
177.19268799,-55.06229000
177.28805542,-56.96694000
177.38342285,-68.13961000
177.47879028,-67.85764000
177.57415771,-62.55211000
177.66952515,-67.18290000
177.76489258,-68.66816000
177.86026001,-68.69678000
177.95562744,-68.36884000
178.05099487,-70.01128000
178.14636230,-65.72446000
178.24172974,-70.92456000
178.33709717,-64.13283000
178.43246460,-61.42391000
178.52783203,-60.35858000
178.62319946,-62.18112000
178.71856689,-60.11864000
178.81393433,-62.18437000
178.90930176,-60.13779000
179.00466919,-60.08674000
179.10003662,-65.38084000
179.19540405,-74.18281000
179.29077148,-62.15519000
179.38613892,-60.84524000
179.48150635,-68.73019000
179.57687378,-68.41513000
179.67224121,-73.50787000
179.76760864,-62.46880000
179.86297607,-61.04241000
179.95834351,-62.88131000
180.05371094,-59.60297000
180.14907837,-61.65459000
180.24444580,-59.62351000
180.33981323,-58.30671000
180.43518066,-64.31544000
180.53054810,-71.80354000
180.62591553,-66.51607000
180.72128296,-54.80409000
180.81665039,-54.56536000
180.91201782,-57.54423000
181.00738525,-61.31838000
181.10275269,-65.20103000
181.19812012,-66.28596000
181.29348755,-81.43951000
181.38885498,-78.41074000
181.48422241,-68.75373000
181.57958984,-61.84593000
181.67495728,-61.70565000
181.77032471,-65.88412000
181.86569214,-63.11909000
181.96105957,-59.13571000
182.05642700,-63.20655000
182.15179443,-82.29115000
182.24716187,-66.99476000
182.34252930,-59.72473000
182.43789673,-61.72111000
182.53326416,-66.35963000
182.62863159,-64.67278000
182.72399902,-79.38094000
182.81936646,-63.17175000
182.91473389,-63.94837000
183.01010132,-78.53603000
183.10546875,-62.09663000
183.20083618,-61.26968000
183.29620361,-58.32818000
183.39157104,-59.58404000
183.48693848,-68.49026000
183.58230591,-61.29261000
183.67767334,-63.46687000
183.77304077,-62.04933000
183.86840820,-72.97376000
183.96377563,-58.55666000
184.05914307,-60.05622000
184.15451050,-74.29448000
184.24987793,-78.21912000
184.34524536,-64.19488000
184.44061279,-57.29135000
184.53598022,-57.68551000
184.63134766,-61.74263000
184.72671509,-60.10680000
184.82208252,-56.39816000
184.91744995,-59.32322000
185.01281738,-63.19180000
185.10818481,-59.68250000
185.20355225,-61.09173000
185.29891968,-66.80053000
185.39428711,-65.40894000
185.48965454,-63.42722000
185.58502197,-68.71974000
185.68038940,-64.27680000
185.77575684,-68.81515000
185.87112427,-63.01247000
185.96649170,-62.06353000
186.06185913,-68.55505000
186.15722656,-65.69798000
186.25259399,-74.02201000
186.34796143,-70.77266000
186.44332886,-61.15939000
186.53869629,-62.52185000
186.63406372,-61.05484000
186.72943115,-56.75670000
186.82479858,-58.54411000
186.92016602,-60.13969000
187.01553345,-62.20473000
187.11090088,-62.73483000
187.20626831,-63.54495000
187.30163574,-66.51537000
187.39700317,-62.70908000
187.49237061,-64.53786000
187.58773804,-61.34069000
187.68310547,-58.20044000
187.77847290,-58.91805000
187.87384033,-64.14516000
187.96920776,-60.06441000
188.06457520,-57.98399000
188.15994263,-60.91483000
188.25531006,-59.91854000
188.35067749,-65.57108000
188.44604492,-65.11485000
188.54141235,-58.30758000
188.63677979,-60.44888000
188.73214722,-61.21718000
188.82751465,-59.89954000
188.92288208,-60.59374000
189.01824951,-55.90376000
189.11361694,-59.71065000
189.20898438,-60.94081000
189.30435181,-66.77842000
189.39971924,-57.67266000
189.49508667,-57.58487000
189.59045410,-63.49094000
189.68582153,-54.53555000
189.78118896,-53.89194000
189.87655640,-57.48906000
189.97192383,-63.44717000
190.06729126,-79.99157000
190.16265869,-65.51189000
190.25802612,-65.17690000
190.35339355,-61.22673000
190.44876099,-54.90681000
190.54412842,-56.92659000
190.63949585,-60.64415000
190.73486328,-61.75722000
190.83023071,-67.82354000
190.92559814,-72.11043000
191.02096558,-68.13409000
191.11633301,-75.36327000
191.21170044,-61.74912000
191.30706787,-58.15887000
191.40243530,-55.55561000
191.49780273,-56.71125000
191.59317017,-63.88080000
191.68853760,-66.57764000
191.78390503,-71.49028000
191.87927246,-68.24562000
191.97463989,-61.52819000
192.07000732,-63.93358000
192.16537476,-65.07139000
192.26074219,-60.35044000
192.35610962,-66.92389000
192.45147705,-65.02143000
192.54684448,-65.33740000
192.64221191,-63.73522000
192.73757935,-62.75711000
192.83294678,-58.23399000
192.92831421,-57.91830000
193.02368164,-61.13417000
193.11904907,-65.29266000
193.21441650,-66.19992000
193.30978394,-63.10779000
193.40515137,-69.77022000
193.50051880,-57.59475000
193.59588623,-57.34132000
193.69125366,-56.00070000
193.78662109,-57.53876000
193.88198853,-61.76343000
193.97735596,-72.77815000
194.07272339,-71.49561000
194.16809082,-74.22493000
194.26345825,-65.23925000
194.35882568,-64.21187000
194.45419312,-65.91211000
194.54956055,-66.75074000
194.64492798,-66.68058000
194.74029541,-62.68173000
194.83566284,-58.95958000
194.93103027,-61.08115000
195.02639771,-66.13333000
195.12176514,-66.63118000
195.21713257,-64.35334000
195.31250000,-69.36279000
195.40786743,-69.64461000
195.50323486,-61.66962000
195.59860229,-60.46458000
195.69396973,-62.84435000
195.78933716,-65.00919000
195.88470459,-59.88472000
195.98007202,-57.77518000
196.07543945,-62.67807000
196.17080688,-71.27061000
196.26617432,-74.86227000
196.36154175,-70.80817000
196.45690918,-64.74366000
196.55227661,-66.15632000
196.64764404,-72.47607000
196.74301147,-64.49960000
196.83837891,-63.38627000
196.93374634,-62.24404000
197.02911377,-70.70384000
197.12448120,-62.67753000
197.21984863,-67.61909000
197.31521606,-81.28482000
197.41058350,-64.77517000
197.50595093,-62.48757000
197.60131836,-70.61028000
197.69668579,-66.54168000
197.79205322,-72.01238000
197.88742065,-60.75541000
197.98278809,-60.74427000
198.07815552,-65.03585000
198.17352295,-63.26427000
198.26889038,-59.93121000
198.36425781,-59.16041000
198.45962524,-61.61983000
198.55499268,-57.58099000
198.65036011,-54.74030000
198.74572754,-59.57819000
198.84109497,-63.18316000
198.93646240,-61.28873000
199.03182983,-66.51905000
199.12719727,-70.55705000
199.22256470,-65.04724000
199.31793213,-60.01265000
199.41329956,-61.85010000
199.50866699,-77.09732000
199.60403442,-62.43837000
199.69940186,-62.40295000
199.79476929,-69.63643000
199.89013672,-73.36351000
199.98550415,-64.45754000
200.08087158,-58.62115000
200.17623901,-57.29592000
200.27160645,-63.18397000
200.36697388,-71.78954000
200.46234131,-71.35958000
200.55770874,-62.30662000
200.65307617,-63.26674000
200.74844360,-72.01324000
200.84381104,-60.37522000
200.93917847,-55.85223000
201.03454590,-59.68288000
201.12991333,-67.11497000
201.22528076,-64.76480000
201.32064819,-64.41175000
201.41601563,-64.48086000
201.51138306,-56.75986000
201.60675049,-56.02533000
201.70211792,-60.67583000
201.79748535,-68.78799000
201.89285278,-68.55940000
201.98822021,-57.89221000
202.08358765,-54.96726000
202.17895508,-57.33268000
202.27432251,-66.57233000
202.36968994,-67.94998000
202.46505737,-62.67654000
202.56042480,-57.58032000
202.65579224,-56.22044000
202.75115967,-61.17616000
202.84652710,-65.41463000
202.94189453,-79.09618000
203.03726196,-72.27830000
203.13262939,-60.94740000
203.22799683,-59.76395000
203.32336426,-64.54656000
203.41873169,-78.03275000
203.51409912,-65.85479000
203.60946655,-64.02179000
203.70483398,-65.41788000
203.80020142,-78.92989000
203.89556885,-67.28789000
203.99093628,-65.66372000
204.08630371,-64.47627000
204.18167114,-61.95658000
204.27703857,-55.59395000
204.37240601,-52.66354000
204.46777344,-54.65542000
204.56314087,-61.08628000
